2 5.5 0.625 2.666667 5 0.8571429 2.391304 5.6 5.972222
3.833333 5.5 1.875 3.666667 5 3 5.608696 4.9 3.861111
4.166667 6 1.25 4 5 2.571429 6.956522 6.25 6.305556
4.666667 5.75 1.625 0.6666667 2.5 1.428571 4.521739 5 4.75
5.833333 4.75 2.625 5.666667 5.5 4.142857 3.565217 6.3 5.472222
6.666667 5.5 4.375 2.666667 3.75 1 5.130435 4.75 5.222222
6.833333 7.25 4.25 5 5.75 4.857143 5.652174 7.55 6.166667
5.333333 4.75 2.625 3 5.5 2.142857 5.782609 7.9 6.944444
4.833333 5 2.375 3 4.25 2.428571 5.391304 7.5 5.416667
5.166667 6 2.375 1.333333 2.25 1.142857 5.391304 6.15 5.194444
6.333333 6.75 1.125 3 2.5 1.428571 4.695652 5.6 4.138889
4.833333 5.75 1.25 3 4.75 2.142857 3.608696 6.15 4.694444
3.833333 4.75 0.5 3.333333 4.25 1.428571 3 4.1 4.333333
5.5 5.5 2.125 2.666667 4.25 1.428571 2.826087 4.9 5.416667
5.666667 6 2.75 3.666667 4.75 2.714286 2.173913 4.3 6.333333
4.833333 5.75 1.125 3 4.75 1.571429 4.956522 5.15 4
2.666667 6.25 1.25 2.666667 6.25 3.428571 4.869565 6.1 4.444444
5 6.25 2.5 3.333333 5.75 2.571429 4.086957 5.65 5.583333
6 8.25 4.5 5.666667 6.25 5.857143 5.608696 6.95 9.25
4.666667 6.25 1.125 3.333333 4.5 1.571429 4.173913 4.75 4.833333
5 6.25 1.375 3.666667 5.25 1.142857 4.478261 5.7 5.472222
3.333333 6.25 0.75 3 5.25 2.285714 3.869565 5.05 4.944444
4.5 6.5 0.75 3.333333 4 1.857143 3.826087 5.35 3.805556
5.333333 5.25 1 0.3333333 1.75 1.571429 4.478261 6.8 4.277778
6.333333 7.75 1.5 3.333333 2.75 2 3.608696 5.4 5.583333
2.833333 5.25 0.75 1.666667 2.5 1.428571 4.304348 4.35 4.083333
5.666667 7 3 4.666667 5.5 3.714286 2.130435 4.2 4.75
4.166667 7.75 2.25 2.333333 3 1.571429 2.826087 4 3.472222
5.5 7.75 3.75 3.666667 5.75 2.571429 2.869565 5.65 5.166667
6.666667 5.75 2.5 3.333333 5.75 5 3.130435 5.2 6.166667
5 5.5 2.5 2.666667 4.25 2.857143 4.130435 5.5 4.472222
6 7 2.75 4.333333 6 5.142857 3.565217 5.15 5.694444
4 4 1.75 1.666667 4.25 1.571429 4.608696 4 3.277778
6.666667 6.5 3.25 4.333333 6 3.571429 3.826087 6.05 6.25
5 6 2.375 4.666667 6.5 3.428571 4.869565 5.75 5.138889
7 6.75 3.375 2.333333 3.25 0.5714286 5.478261 10 6.555556
5.5 6.75 2 2.666667 4.25 1.857143 2.956522 5.8 6.083333
5.333333 5.5 1.875 3 5 2.428571 3.217391 5.9 5.305556
5.166667 5.25 0.625 4.333333 4.75 2.714286 4.173913 6.05 5
4.5 5.75 0.5 3 2.75 1 2.391304 5.9 4.944444
5.166667 5.75 1.375 1.333333 4 2.285714 3.521739 6.4 5.25
5.166667 8.5 0.375 3 4.75 2.428571 2.217391 4.6 5.055556
2.833333 7.5 1.625 3 4.25 1.857143 2.26087 4.7 3.972222
5 5 1.625 3 5 3 4.695652 5.65 5
4.666667 4.75 1 3 3.5 2.857143 3.521739 5.8 4.416667
3.166667 5.5 1 1.666667 3 0.5714286 2.173913 3.6 4.5
4.666667 5 1.75 2.666667 3.75 1.142857 4.347826 7.2 5.694444
6.333333 6.25 1.625 3 5.75 2.142857 2.434783 6.5 5.5
5.666667 7 1.25 3 5.5 2.857143 3.521739 4.8 5.527778
3 5.5 0.625 0.6666667 1 0.2857143 1.304348 3.05 3.111111
2.666667 5 1 2 4.5 1.857143 4.043478 5.55 5.138889
3 7.5 2.125 6.333333 6 4.714286 4 5.4 4.111111
5.333333 5.25 1.125 5 5 3.571429 4.130435 4.6 4.944444
5.666667 5.25 1.125 3 5.75 3.428571 2.521739 4.55 4.805556
3.5 5.5 1 3 3 1.142857 2.826087 4.2 3.805556
4.666667 5 1.75 2.666667 4.5 1.428571 2.652174 5 5.944444
6.5 6 3.125 4.666667 4.25 1.571429 3.565217 5.2 6.777778
5.333333 6.5 1.25 3.666667 5.75 3.285714 2.695652 4.15 3.972222
4.666667 6 1 2 2.5 1.428571 2.652174 3.85 4.416667
4 5 2.75 3.666667 4.75 2.571429 3.086956 4.7 4.277778
5.166667 4.75 1.625 2.666667 5.5 2.428571 2.652174 3.5 3.333333
4.833333 6.5 3.125 3.333333 5.5 2.571429 3.695652 6.4 5.611111
4.833333 7.5 1.875 2.333333 4 1.714286 2.782609 3.7 4.583333
2.666667 5.75 0.625 2.333333 5 1.857143 4.130435 6.4 3.805556
4.166667 6.25 3.25 1.666667 1.75 0.7142857 2 3.6 3.361111
4.166667 6.75 1.875 2 4 1.857143 3.73913 4.95 5.944444
6.166667 7.75 2 4.666667 7 2.857143 3.826087 5.7 6.194444
5 6.5 2.375 2.333333 5.25 2 3.869565 6.05 6.166667
4.833333 6 1.25 3 5.25 2.428571 4.347826 6.05 5.722222
6.166667 8.5 2.125 6 6 3.857143 3.478261 5.6 6.361111
4.666667 5 0.5 2.666667 4.5 0.8571429 3.173913 4.2 4.472222
3.666667 8.5 2.375 3.333333 4.25 2.142857 3.478261 5.05 5.138889
6.333333 5.25 2.25 6 6.5 4.428571 5.217391 5.45 5.694444
4.833333 5.25 2.25 2.333333 4 1 2.913044 4.4 5
4.166667 6.25 3.75 3 4 2.285714 4.608696 6.35 4.861111
4.666667 6.75 1.625 1.666667 1.5 0.5714286 4.391304 5.3 4.777778
3.833333 5 2.25 2 3 0.8571429 1.869565 5 4.027778
1.833333 5 1.125 4.333333 4 2.142857 3.173913 3.65 3.611111
7.5 9.25 3.625 3.333333 4 2.285714 3.173913 5.05 6.111111
3.166667 3.75 0.875 5 4.75 2.714286 4.391304 5.6 3.222222
6.833333 5.25 1.375 3 4 2 5.391304 5.95 6.111111
5.833333 7.5 4.125 2.666667 3.75 1.714286 3.913044 6.3 6.722222
5.666667 6 2 3 3.5 1.428571 3.869565 5.8 6.555556
3.166667 5.5 1.5 3.333333 4 2.428571 5.130435 5.8 7
4.166667 5.25 1.875 2.666667 4.25 2.428571 2.956522 4.1 4.722222
6 7 4.125 5 6 5.571429 3.521739 5.2 5.833333
3.166667 5.75 0.75 2.333333 3.25 2.714286 2.956522 4.85 4.138889
4.5 5.25 0.875 3 4.75 3.142857 3.826087 5.45 5.305556
3.5 2.25 1.75 5 6.25 4.285714 2.956522 4.55 5.027778
4.5 5.5 4 2.666667 3.25 1.857143 2.434783 3.75 4.916667
4.333333 5.5 1 1.666667 2.75 1.571429 3.304348 5.7 4.333333
3.333333 6.75 1.875 3 4.75 1.571429 5.652174 5.25 6.694444
5.5 5.5 1.75 4.333333 6.25 3.714286 3.652174 6.35 6.388889
6.333333 6.5 0.875 5.333333 6.25 2.142857 4.73913 5.55 5.555556
5.5 6.25 4.25 5 5.75 3 4.73913 7.15 6.833333
6 7.25 2 3 5.75 3.285714 6.478261 7.8 6.861111
6.333333 7.25 4.375 4.333333 5.5 2.428571 4.869565 6.3 6.305556
5.166667 6.25 3.5 3.333333 6.25 3.857143 4.478261 4.9 4.666667
6 7 1.625 3.666667 5.75 2.571429 5.826087 5.1 6.222222
5.166667 6.5 3.625 3.666667 6.5 1.714286 3.695652 4.95 5.25
4.666667 6 0.75 2.666667 4.25 2.142857 4 4.75 5.972222
6.333333 9.25 3.5 3.333333 4.75 2.714286 4.782609 6.75 5.527778
4.833333 8.5 2.75 3.333333 5 2.714286 3.652174 6.6 4.083333
5.833333 6 1.875 4 5 3.285714 4 6.25 6.444444
5.833333 6.25 3.125 3.666667 6 2.714286 5.73913 5.9 5.194444
3.833333 5.25 0.375 3 5.25 1.714286 5.782609 5.55 6.527778
5.166667 7 3.125 4 5.75 2.142857 6.043478 5.5 5.527778
8.5 6.5 4.25 6 6.5 5.428571 5.782609 8.05 6.916667
5.5 7 2.25 5 5.75 4.285714 4.173913 6.1 5.888889
3.5 6.5 2.125 4 4 4.714286 5.130435 5.6 3.666667
6.166667 8 1.375 5.333333 6.25 4.571429 3.478261 4.75 4.75
6.166667 5 2.625 2.666667 4.75 2.714286 3.391304 5.05 4.972222
6.166667 6.5 3.625 2.333333 4.75 2.714286 4.434783 5.65 5.833333
6.5 6.5 3 5.666667 6.5 4.285714 5 6.8 7.388889
6.5 8.5 4.125 3.333333 4.75 2.285714 4.130435 5.95 6.666667
3 4 0.5 3.333333 5.25 2.714286 2.956522 4 3.472222
4.666667 7 2.25 3.333333 6.25 3.285714 3.782609 4.65 4.722222
4.833333 5.75 1.125 2 6 1.285714 4.347826 9.1 6.305556
4.166667 5 1.375 4 4.75 2.428571 4.826087 6.25 5.722222
4.833333 8.25 1.375 4.333333 5.75 3.714286 3.391304 5.15 5.5
5.333333 5.25 1.875 4.666667 5 4.142857 5.086957 5.4 6.583333
5 5.25 2.625 4 6 3.857143 4.173913 5.65 5.722222
5.833333 7 2.375 6 6.75 4.714286 6.304348 5.85 6.277778
2.666667 8.5 4 4.666667 5.5 3.428571 4.304348 5.4 5.972222
6.333333 7.5 4.125 4.666667 5.5 4.142857 4.217391 6 7
4.333333 6.25 0.875 3.333333 3.75 1.857143 5 6.45 5.083333
5.5 7 1.5 4.666667 5.25 2 4.608696 5.3 5.194444
4.666667 6.75 4 3.333333 4.75 2.428571 3 6.5 5.5
4.5 5.5 2 2.666667 4.75 2.142857 5.869565 7.1 6.25
4.333333 7.25 1.25 2.666667 4.75 1.857143 3.695652 5.45 6.111111
5 8 3.25 2.333333 3.75 1.428571 4.73913 7 4.944444
3.666667 5.75 1 1.333333 3.25 2.428571 4 4.05 4.166667
5.333333 6 1 3 4.75 2 3.391304 4.45 5.305556
5.166667 5.75 1.625 4 4.75 2.142857 3.565217 5.4 5.055556
5.333333 6.25 2.125 1.666667 2.75 2.285714 4.608696 7.15 5.555556
6.666667 5.25 1.875 2.666667 4.5 1.857143 3.652174 6.3 5.972222
3.5 5 1.375 2.333333 4.75 1.142857 3.478261 5.85 6.527778
5.166667 6.25 3.25 5 6 3.285714 2.391304 4 4.277778
4 6 2 2.666667 4.5 1.714286 3.347826 4.7 3.75
6.833333 6.25 1.875 4 5.25 2.714286 2.782609 4.7 5.25
5 5.75 1.25 2.666667 3.5 1.714286 4.26087 6.6 6.666667
5.833333 5 2 3.333333 4 1.428571 3.478261 5.25 5.694444
5.666667 6.75 2.125 4.333333 6.25 4.571429 3.347826 5.95 5.416667
4.166667 5.5 1.625 2.333333 4 1.571429 5.869565 6.3 5.666667
4 6.25 0.75 3 4.75 3.285714 5.217391 6.55 5.722222
6 6.5 2.125 3.333333 4.75 1.428571 2.434783 5.75 5
3.333333 4.75 0.875 2.666667 5 0.8571429 5.826087 5.5 6.777778
4.666667 6 1.125 1.333333 3 1.571429 4.173913 5.75 4.833333
5.666667 5.5 1.625 3.333333 4.25 2 5.478261 6 4.5
5.666667 5.25 2.375 3.333333 4.5 2 3.391304 5.15 6.333333
5.833333 7 1.25 3 3.25 1.571429 4.173913 4.85 5.777778
6.166667 6.5 3 3 4.25 2.857143 3.043478 4.25 5.666667
4 7 1.375 2.666667 4.25 1 5.086957 5.6 5.25
3 6 1.625 2.333333 4 1 4.608696 6.05 6.083333
4.666667 5.5 1.875 3.666667 5.75 4.285714 4 6 7.611111
4.333333 6.75 0.5 3.666667 4.5 2 5.086957 6.2 4.388889
4.333333 6 3.375 3.666667 5.75 3.142857 4.086957 6.95 5.166667
